block_id,bikes_allowed,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
b_50185,0,6,0,0,SOUTHRIDGE VIA SE 14TH,57166,180.0.1,718186,
b_50196,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.2,718449,
b_50110,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715900,
b_49933,0,1,0,0,E 42ND & HUBBELL,57012,180.0.3,711401,
b_50032,0,15,0,1,DART CENTRAL STATION,57066,180.0.1,714139,
b_49934,0,1,0,0,E 42ND & HUBBELL,57012,180.0.3,711400,
b_49934,0,1,0,1,DART CENTRAL STATION,57013,180.0.3,711403,
b_49933,0,1,0,1,DART CENTRAL STATION,57013,180.0.3,711402,
b_50219,0,74,0,1,NW URBANDALE,57202,180.0.1,718773,
b_50046,0,98,0,0,DMACC ANKENY,57245,180.2.1,718932,
b_50008,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715901,
b_50179,0,98,0,0,DMACC ANKENY,57245,180.0.1,718933,
b_50046,0,98,0,0,DMACC ANKENY,57245,180.0.1,718930,
b_50179,0,98,0,0,DMACC ANKENY,57245,180.142.1,718931,
b_49935,0,10,0,0,PLEASANT HILL,57017,180.0.1,711418,
b_50046,0,98,0,0,DMACC ANKENY,57245,180.142.1,718937,
b_50071,0,17,0,0,ALTOONA VIA E 26TH ST,57102,180.0.2,715016,
b_50007,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715902,
b_50179,0,98,0,0,BUS GARAGE,57243,180.0.1,718934,
b_50072,0,17,0,0,ALTOONA,57103,180.0.2,715017,
b_50046,0,98,0,0,BUS GARAGE,57243,180.0.1,718935,
b_50071,0,17,0,0,AMAZON 5/BONDURANT VIA OUTLETS OF DSM,57100,180.0.2,715014,
b_50191,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.2,718297,
b_50072,0,17,0,0,AMAZON 5/BONDURANT VIA OUTLETS OF DSM,57101,180.0.2,715015,
b_50190,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,57168,180.0.2,718296,
b_50180,0,6,0,0,SOUTHRIDGE VIA SE 14TH,57166,180.0.1,718177,
b_50071,0,17,0,0,ALTOONA VIA E 26TH ST,57102,180.0.2,715012,
b_49935,0,10,0,0,PLEASANT HILL,57017,180.0.1,711419,
b_50190,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,57168,180.0.2,718295,
b_50072,0,17,0,0,ALTOONA,57103,180.0.2,715013,
b_50190,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,57168,180.0.2,718294,
b_50071,0,17,0,0,ALTOONA VIA E 26TH ST,57102,180.0.2,715010,
b_50190,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,57168,180.0.2,718293,
b_50072,0,17,0,0,ALTOONA,57103,180.0.2,715011,
b_50007,0,3,0,0,VALLEY WEST MALL,57129,180.0.1,715836,
b_50190,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,57168,180.0.2,718292,
b_50014,0,14,0,0,MERLE HAY MALL,57050,180.0.3,714010,
b_50191,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.2,718291,
b_50187,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718607,
b_50191,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.2,718290,
b_50231,0,8,0,1,DART CENTRAL STATION,57219,180.0.1,718831,
a_49294,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687760,
a_49294,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687761,
a_49294,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687762,
a_49294,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687763,
a_49294,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687764,
a_49461,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.1,690431,
a_49294,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687766,
a_49293,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687767,
a_49294,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687768,
a_49294,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687769,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719021,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719020,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719027,
a_49460,0,60,0,1,UNIVERSITY/INGERSOLL,56341,178.0.1,690439,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719025,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719024,
b_50074,0,17,0,0,ALTOONA VIA E 26TH ST,57102,180.0.3,715049,
b_50073,0,17,0,0,ALTOONA,57103,180.0.3,715048,
b_50055,0,17,0,1,DART CENTRAL STATION,57106,180.0.2,715041,
b_50072,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,57109,180.0.2,715040,
b_50074,0,17,0,0,ALTOONA VIA E 26TH ST,57102,180.0.3,715043,
b_50075,0,17,0,0,AMAZON 5/BONDURANT,57104,180.0.3,715042,
b_50074,0,17,0,0,ALTOONA VIA E 26TH ST,57102,180.0.3,715045,
b_49986,0,11,0,1,DART CENTRAL STATION,57030,180.0.1,713860,
b_50074,0,17,0,0,ALTOONA VIA E 26TH ST,57102,180.0.3,715047,
b_50073,0,17,0,0,ALTOONA,57103,180.0.3,715046,
a_49301,0,15,0,0,PARK FAIR MALL,56197,178.0.3,688259,
a_49302,0,15,0,0,PARK FAIR MALL,56197,178.0.3,688258,
b_49926,0,1,0,0,E 42ND & HUBBELL,57012,180.0.1,711308,
a_49301,0,15,0,0,PARK FAIR MALL,56197,178.0.3,688251,
a_49302,0,15,0,0,PARK FAIR MALL,56197,178.0.3,688250,
a_49301,0,15,0,0,PARK FAIR MALL,56197,178.0.3,688253,
a_49302,0,15,0,0,PARK FAIR MALL,56197,178.0.3,688252,
a_49301,0,15,0,0,PARK FAIR MALL,56197,178.0.3,688255,
a_49302,0,15,0,0,PARK FAIR MALL,56197,178.0.3,688254,
a_49301,0,15,0,0,PARK FAIR MALL,56197,178.0.3,688257,
a_49302,0,15,0,0,PARK FAIR MALL,56197,178.0.3,688256,
b_50160,0,4,0,0,PARK FAIR MALL,57141,180.0.2,717838,
b_50055,0,16,0,1,DART CENTRAL STATION,57095,180.0.2,714863,
b_50015,0,14,0,1,DART CENTRAL STATION,57053,180.0.3,714015,
b_50111,0,5,0,1,DART CENTRAL STATION,57149,180.0.1,717924,
a_49407,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.2,690500,
a_49407,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.2,690501,
a_49407,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.2,690502,
a_49407,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.2,690503,
a_49407,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.2,690504,
a_49407,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.2,690505,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690506,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690507,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690508,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690509,
b_50011,0,14,0,1,DART CENTRAL STATION,57053,180.0.2,713999,
b_50012,0,14,0,1,DART CENTRAL STATION,57053,180.0.2,713998,
b_50013,0,14,0,1,DART CENTRAL STATION,57051,180.0.3,714014,
b_50057,0,3,0,0,VALLEY WEST MALL,57129,180.0.2,715908,
b_50010,0,14,0,1,DART CENTRAL STATION,57053,180.0.2,713991,
b_50012,0,14,0,1,DART CENTRAL STATION,57053,180.0.2,713990,
b_50011,0,14,0,1,DART CENTRAL STATION,57053,180.0.2,713993,
a_49352,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688209,
b_50012,0,14,0,1,DART CENTRAL STATION,57053,180.0.2,713995,
b_50010,0,14,0,1,DART CENTRAL STATION,57053,180.0.2,713994,
b_50010,0,14,0,1,DART CENTRAL STATION,57053,180.0.2,713997,
b_50011,0,14,0,1,DART CENTRAL STATION,57053,180.0.2,713996,
a_49382,0,4,0,0,PARK FAIR MALL,56290,178.0.3,689924,
a_49383,0,4,0,0,PARK FAIR MALL,56290,178.0.3,689925,
a_49382,0,4,0,0,PARK FAIR MALL,56290,178.0.3,689926,
a_49383,0,4,0,0,PARK FAIR MALL,56290,178.0.3,689927,
a_49428,0,4,0,1,DART CENTRAL STATION,56294,178.0.2,689920,
a_49397,0,3,0,0,VALLEY WEST MALL,56278,178.0.3,689297,
a_49377,0,3,0,1,DART CENTRAL STATION,56282,178.0.2,689294,
a_49378,0,3,0,1,DART CENTRAL STATION,56282,178.0.2,689295,
a_49415,0,3,0,0,VALLEY WEST MALL,56278,178.0.3,689298,
a_49414,0,3,0,0,VALLEY WEST MALL,56278,178.0.3,689299,
a_49382,0,4,0,0,PARK FAIR MALL,56290,178.0.3,689928,
a_49383,0,4,0,0,PARK FAIR MALL,56290,178.0.3,689929,
b_49933,0,1,0,1,DART CENTRAL STATION,57016,180.0.3,711413,
a_49454,0,7,0,0,SOUTHRIDGE MALL VIA COUNTY LINE,56362,178.0.1,690647,
a_49453,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690646,
a_49452,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690645,
a_49455,0,7,0,0,SOUTHRIDGE MALL VIA COUNTY LINE,56362,178.0.1,690644,
a_49454,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690643,
a_49453,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690642,
a_49451,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690641,
a_49452,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690640,
b_50009,0,5,0,1,DART CENTRAL STATION,57149,180.0.1,717933,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,718990,
a_49452,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690649,
a_49455,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690648,
b_50193,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718378,
b_50193,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718379,
b_50181,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.142.1,718370,
b_49934,0,15,0,0,PARK FAIR MALL,57064,180.0.3,714206,
b_50181,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.2.1,718373,
b_50193,0,60,0,1,UNIVERSITY/INGERSOLL,57174,180.0.1,718374,
b_50193,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718375,
b_50193,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718376,
b_50193,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718377,
a_49455,0,6,0,0,SOUTHRIDGE VIA SE 14TH,56324,178.0.1,690254,
b_50082,0,99,0,1,ALTOONA EXPRESS,57254,180.2.1,718978,
b_50174,0,99,0,1,ALTOONA EXPRESS,57254,180.2.1,718979,
b_50003,0,99,0,1,ALTOONA EXPRESS,57255,180.0.1,718976,
a_49374,0,16,0,0,MERLE HAY MALL,56223,178.0.1,688800,
b_50082,0,99,0,1,ALTOONA EXPRESS,57254,180.142.1,718974,
b_50174,0,99,0,1,ALTOONA EXPRESS,57254,180.142.1,718973,
a_49375,0,16,0,0,MERLE HAY MALL,56223,178.0.1,688801,
b_50171,0,52,0,1,DART CENTRAL STATION,57157,180.0.1,718082,
a_49300,0,1,0,0,E 42ND & HUBBELL,56142,178.0.2,687836,
a_49326,0,14,0,1,DART CENTRAL STATION,56186,178.0.1,687999,
a_49326,0,14,0,1,DART CENTRAL STATION,56186,178.0.1,687998,
b_50172,0,52,0,1,DART CENTRAL STATION,57157,180.0.1,718086,
b_50170,0,52,0,1,DART CENTRAL STATION,57157,180.0.1,718087,
b_50170,0,52,0,1,DART CENTRAL STATION,57157,180.0.1,718084,
b_50171,0,52,0,1,DART CENTRAL STATION,57157,180.0.1,718085,
a_49327,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687993,
a_49326,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687992,
a_49327,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687991,
a_49326,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687990,
a_49330,0,14,0,1,DART CENTRAL STATION,56186,178.0.1,687997,
a_49331,0,14,0,1,DART CENTRAL STATION,56186,178.0.1,687996,
a_49331,0,14,0,1,DART CENTRAL STATION,56184,178.0.1,687995,
a_49326,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687994,
b_50109,0,3,0,0,VALLEY WEST MALL,57129,180.0.1,715852,
b_50110,0,3,0,0,VALLEY WEST MALL,57129,180.0.1,715853,
b_50008,0,3,0,0,VALLEY WEST MALL,57129,180.0.1,715850,
b_50007,0,3,0,0,VALLEY WEST MALL,57129,180.0.1,715851,
b_50109,0,3,0,0,VALLEY WEST MALL,57129,180.2.1,715856,
b_50186,0,7,0,0,SOUTHRIDGE MALL,57190,180.0.1,718577,
b_50007,0,3,0,0,VALLEY WEST MALL,57129,180.0.1,715854,
b_50185,0,7,0,0,SOUTHRIDGE MALL,57190,180.0.1,718575,
b_49928,0,1,0,1,E 42ND & HUBBELL,57014,180.0.1,711354,
b_50109,0,3,0,0,VALLEY WEST MALL,57129,180.142.1,715858,
b_50188,0,7,0,0,SOUTHRIDGE MALL VIA COUNTY LINE,57191,180.0.1,718579,
b_50251,0,1,0,1,DART CENTRAL STATION,57016,180.0.1,711350,
b_49928,0,1,0,1,DART CENTRAL STATION,57016,180.0.1,711353,
b_50192,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.3,718311,
b_50192,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.3,718316,
b_50192,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.3,718317,
b_50192,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.3,718314,
b_50192,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.3,718315,
b_50160,0,4,0,0,PARK FAIR MALL,57141,180.0.2,717836,
b_50023,0,94,0,1,WESTOWN EXPRESS,57234,180.0.1,718888,
b_50185,0,94,0,1,WESTOWN EXPRESS,57233,180.0.1,718889,
b_50215,0,72,0,0,JORDAN CREEK TOWN CENTER,57196,180.0.2,718721,
b_50160,0,4,0,0,PARK FAIR MALL,57141,180.0.2,717837,
b_50185,0,94,0,0,WESTOWN EXPRESS,57232,180.0.1,718882,
b_49989,0,94,0,1,WESTOWN EXPRESS,57235,180.0.1,718883,
b_50211,0,93,0,1,NW 86TH EXPRESS,57230,180.142.1,718880,
b_50220,0,94,0,0,WESTOWN EXPRESS,57232,180.0.1,718881,
b_49989,0,94,0,1,WESTOWN EXPRESS,57235,180.142.1,718886,
b_49989,0,94,0,1,WESTOWN EXPRESS,57235,180.2.1,718887,
b_50216,0,72,0,0,JORDAN CREEK TOWN CENTER,57196,180.0.3,718749,
b_50160,0,4,0,0,PARK FAIR MALL,57141,180.0.2,717835,
a_49439,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.1,690097,
b_50187,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,57168,180.0.1,718257,
b_49932,0,15,0,1,DART CENTRAL STATION,57068,180.0.2,714192,
b_50185,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,57168,180.0.1,718256,
b_50026,0,15,0,1,DART CENTRAL STATION,57066,180.0.1,714128,
b_49931,0,15,0,1,DART CENTRAL STATION,57068,180.0.2,714193,
a_49434,0,50,0,0,MERLE HAY MALL,56307,178.0.1,690048,
b_50186,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,57168,180.0.1,718255,
b_50193,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718408,
b_50083,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718409,
b_50193,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718406,
b_50083,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718407,
b_50181,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718404,
b_50193,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718405,
b_50181,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718402,
b_50193,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718403,
b_50083,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718400,
b_50193,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718401,
b_50077,0,52,0,0,JORDAN CREEK TOWN CENTER,57154,180.142.1,718066,
a_49436,0,50,0,1,E 42ND STREET,56309,178.0.1,690091,
b_50246,0,15,0,1,DART CENTRAL STATION,57066,180.0.1,714134,
a_49396,0,17,0,1,DART CENTRAL STATION,56255,178.0.3,689111,
a_49395,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,56256,178.0.3,689110,
a_49396,0,17,0,1,DART CENTRAL STATION,56255,178.0.3,689113,
a_49395,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,56256,178.0.3,689112,
a_49396,0,17,0,1,DART CENTRAL STATION,56255,178.0.3,689115,
a_49395,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,56256,178.0.3,689114,
a_49396,0,17,0,1,DART CENTRAL STATION,56255,178.0.3,689117,
a_49395,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,56256,178.0.3,689116,
a_49396,0,17,0,1,DART CENTRAL STATION,56258,178.0.3,689119,
a_49395,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,56256,178.0.3,689118,
a_49313,0,13,0,0,SE PARK AVE,56168,178.142.1,687933,
a_49333,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.2,690154,
a_49334,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.2,690153,
b_49926,0,1,0,1,DART CENTRAL STATION,57016,180.0.1,711344,
a_49332,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.2,690152,
a_49326,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687975,
a_49329,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687974,
a_49327,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687977,
a_49326,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687976,
a_49331,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687971,
b_50216,0,72,0,0,JORDAN CREEK TOWN CENTER,57196,180.0.3,718747,
a_49330,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687973,
a_49331,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687972,
a_49457,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.2,690351,
a_49457,0,6,0,0,SOUTHRIDGE VIA SE 14TH,56324,178.0.2,690350,
a_49458,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,56329,178.0.2,690353,
a_49457,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.2,690352,
a_49327,0,14,0,0,MERLE HAY MALL,56183,178.0.1,687979,
a_49458,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,56329,178.0.2,690354,
a_49457,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.2,690357,
a_49458,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,56329,178.0.2,690356,
b_50028,0,15,0,1,DART CENTRAL STATION,57066,180.0.1,714125,
b_50186,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.1,718234,
b_50053,0,16,0,0,MERLE HAY MALL,57083,180.0.1,714744,
b_50052,0,16,0,0,MERLE HAY MALL,57083,180.0.1,714746,
b_50026,0,15,0,1,DART CENTRAL STATION,57066,180.0.1,714124,
b_50184,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.1,718237,
b_50060,0,16,0,0,MERLE HAY MALL,57082,180.0.3,714899,
b_50061,0,16,0,0,MERLE HAY MALL,57082,180.0.3,714898,
b_50060,0,16,0,0,MERLE HAY MALL,57082,180.0.3,714895,
b_50061,0,16,0,0,MERLE HAY MALL,57082,180.0.3,714894,
b_50060,0,16,0,0,MERLE HAY MALL,57082,180.0.3,714897,
b_50061,0,16,0,0,MERLE HAY MALL,57082,180.0.3,714896,
b_50056,0,16,0,1,DART CENTRAL STATION,57095,180.0.2,714891,
b_50058,0,16,0,1,DART CENTRAL STATION,57095,180.0.2,714890,
b_50060,0,16,0,0,MERLE HAY MALL,57082,180.0.3,714893,
b_50057,0,16,0,1,DART CENTRAL STATION,57095,180.0.2,714892,
b_50187,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.1,718236,
b_50245,0,15,0,1,DART CENTRAL STATION,57066,180.0.1,714135,
b_50026,0,15,0,1,DART CENTRAL STATION,57066,180.0.1,714126,
b_50190,0,7,0,1,DART CENTRAL STATION,57194,180.0.2,718665,
b_50026,0,15,0,0,PARK FAIR MALL,57064,180.142.1,714060,
b_50187,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.1,718231,
a_49423,0,98,0,0,DMACC ANKENY,56429,178.0.1,691003,
a_49368,0,98,0,0,DMACC ANKENY,56430,178.142.1,691001,
b_49924,0,1,0,1,DART CENTRAL STATION,57016,180.0.1,711341,
b_50183,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.1,718240,
b_50185,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.1,718230,
a_49326,0,14,0,1,DART CENTRAL STATION,56186,178.0.1,688009,
b_50010,0,52,0,0,JORDAN CREEK TOWN CENTER,57155,180.0.2,718094,
b_50188,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.1,718233,
b_50246,0,15,0,1,DART CENTRAL STATION,57066,180.0.1,714123,
b_50184,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.1,718232,
a_49461,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.1,690423,
a_49462,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.1,690422,
a_49461,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.1,690421,
a_49462,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.1,690420,
a_49461,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.1,690427,
a_49462,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.1,690426,
a_49295,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687779,
a_49462,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.1,690424,
a_49296,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687777,
a_49293,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687776,
a_49296,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687775,
a_49462,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.1,690428,
a_49293,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687773,
a_49294,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687772,
a_49294,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687771,
a_49293,0,1,0,0,E 42ND & HUBBELL,56142,178.0.1,687770,
a_49302,0,15,0,1,DART CENTRAL STATION,56200,178.0.3,688264,
a_49301,0,15,0,1,DART CENTRAL STATION,56200,178.0.3,688265,
a_49302,0,15,0,1,DART CENTRAL STATION,56200,178.0.3,688266,
a_49301,0,15,0,1,DART CENTRAL STATION,56200,178.0.3,688267,
a_49302,0,15,0,0,PARK FAIR MALL,56197,178.0.3,688260,
a_49301,0,15,0,1,DART CENTRAL STATION,56200,178.0.3,688261,
a_49302,0,15,0,1,DART CENTRAL STATION,56200,178.0.3,688262,
a_49437,0,50,0,0,MERLE HAY MALL,56306,178.0.1,690053,
b_49984,0,11,0,0,VALLEY JUNCTION,57028,180.0.1,713850,
b_49984,0,11,0,0,VALLEY JUNCTION,57028,180.0.1,713851,
b_49984,0,11,0,0,VALLEY JUNCTION,57028,180.0.1,713852,
b_49985,0,11,0,1,DART CENTRAL STATION,57031,180.0.1,713853,
a_49302,0,15,0,1,DART CENTRAL STATION,56200,178.0.3,688268,
a_49301,0,15,0,1,DART CENTRAL STATION,56200,178.0.3,688269,
b_49985,0,11,0,1,DART CENTRAL STATION,57031,180.0.1,713856,
b_49984,0,11,0,1,DART CENTRAL STATION,57031,180.0.1,713857,
a_49337,0,14,0,1,DART CENTRAL STATION,56185,178.0.3,688066,
a_49336,0,14,0,1,DART CENTRAL STATION,56185,178.0.3,688067,
a_49336,0,14,0,0,MERLE HAY MALL,56183,178.0.3,688064,
a_49335,0,14,0,0,MERLE HAY MALL,56183,178.0.3,688065,
a_49335,0,14,0,0,MERLE HAY MALL,56183,178.0.3,688062,
a_49337,0,14,0,0,MERLE HAY MALL,56183,178.0.3,688063,
a_49337,0,14,0,0,MERLE HAY MALL,56183,178.0.3,688060,
a_49336,0,14,0,0,MERLE HAY MALL,56183,178.0.3,688061,
a_49434,0,50,0,0,MERLE HAY MALL,56306,178.0.1,690056,
a_49335,0,14,0,1,DART CENTRAL STATION,56188,178.0.3,688068,
a_49413,0,5,0,0,JOHNSTON,56302,178.0.1,689950,
b_49925,0,1,0,1,DART CENTRAL STATION,57016,180.0.1,711339,
a_49412,0,3,0,1,DART CENTRAL STATION,56281,178.0.1,689225,
b_50013,0,14,0,0,MERLE HAY MALL,57050,180.0.3,714008,
a_49437,0,50,0,0,MERLE HAY MALL,56306,178.0.1,690055,
b_50158,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717780,
a_49434,0,50,0,0,MERLE HAY MALL,56306,178.0.1,690052,
b_50081,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717781,
a_49436,0,50,0,0,MERLE HAY MALL,56306,178.0.1,690058,
b_50069,0,17,0,1,DART CENTRAL STATION,57111,180.0.1,714998,
a_49435,0,50,0,0,MERLE HAY MALL,56306,178.0.1,690059,
b_50015,0,14,0,0,MERLE HAY MALL,57050,180.0.3,714009,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690519,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690518,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690517,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690516,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690515,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690514,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690513,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690512,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690511,
a_49464,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.2,690510,
b_50052,0,16,0,1,DART CENTRAL STATION,57094,180.0.1,714809,
b_50158,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717786,
b_49932,0,1,0,1,DART CENTRAL STATION,57013,180.0.2,711378,
a_49379,0,3,0,1,DART CENTRAL STATION,56282,178.0.2,689281,
a_49378,0,3,0,1,DART CENTRAL STATION,56282,178.0.2,689280,
a_49381,0,3,0,1,DART CENTRAL STATION,56282,178.0.2,689283,
